filename,class,indicator,compliant,binary,domain,split
Tomato_Bacterial_spot__b8eae33d-0b5a-45c0-a926-001512a72db1___UF.GRC_BS_Lab Leaf 0611.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___healthy__c3caa84b-6078-4489-80ac-919d92d25ff7___RS_HL 1772.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Early_blight__eea79799-a869-4a1f-bfa2-5c85a27716ae___RS_Erly.B 8391.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__77219bfa-b44d-449d-a7bc-3f27d26ffd6a___Crnl_L.Mold 6545.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__056ed8b8-6220-426a-8bd4-ed25441a5543___UF.GRC_YLCV_Lab 02102.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Bacterial_spot__655639ad-cd0d-457a-b53a-8e25886e4f55___GCREC_Bact.Sp 3099.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__5b9b782e-cabd-447c-b690-4b8a29bf7f7e___PSU_CG 2231.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Potato___healthy__d50a580b-46bd-47f5-a0bf-8535da774104___RS_HL 5408.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__e4404de4-7958-4e77-a7ed-664dd0d7f2c9___GCREC_Bact.Sp 5906.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Septoria_leaf_spot__d1f20bdd-d68d-470a-95af-5a3514a85e8d___Matt.S_CG 0923.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Septoria_leaf_spot__58b5b20e-13c8-4ce5-9139-11062b9d3269___Matt.S_CG 1598.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Septoria_leaf_spot__e76b4dad-409f-4f6a-ab14-60997d227035___JR_Sept.L.S 2488.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_healthy__7b246e09-0a8c-4078-9e0a-6207de8dc804___RS_HL 9809.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__905c989e-b114-4491-927a-8a4d1cb1f47b___YLCV_GCREC 1905.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__168f2ebf-3c70-4857-b779-7448dab4e120___UF.GRC_YLCV_Lab 03038.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Bacterial_spot__d03d8c3f-4929-4072-9a69-d4062c90a391___GCREC_Bact.Sp 6243.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__2d5b55c6-aa0b-49d5-9b6f-a3b8f6108814___UF.GRC_YLCV_Lab 02854.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Potato___healthy__46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL 1943.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___healthy__ad027bf0-05e5-41c6-8bb0-29b574170790___JR_HL 7815.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Potato___Late_blight__de282779-9d54-4b8f-8292-e06c3e020e16___RS_LB 3971.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__7f3398ef-a359-4ec4-b295-998c2851dea3___Crnl_L.Mold 6585.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___healthy__144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__45820fd3-e954-4baf-85cb-23175212dc0d___JR_B.Spot 8844.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Bacterial_spot__3fb742ed-4a71-47d2-9c40-60768bc01cd4___GCREC_Bact.Sp 5977.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Early_blight__af454559-8f93-4b2d-b961-80bafe6bf43b___RS_Erly.B 8367.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__cb31d287-ef55-42a7-9ebe-df5796ad7d41___Crnl_L.Mold 9060.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato__Target_Spot__37fcd2fc-3377-49cf-8844-b92818f8ffec___Com.G_TgS_FL 8347.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__335ad098-9ff5-46b1-920c-b4f6e8559d2b___UF.GRC_YLCV_Lab 02791.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Potato___Early_blight__e09798e4-23b1-4485-873b-605bc350f327___RS_Early.B 7320.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__324bf28d-7005-4845-9931-012f2a972b37___Com.G_SpM_FL 1506.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato_Late_blight__8553094b-3e19-4e4c-8ba1-49e98ff135e9___RS_Late.B 4869.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__8d015dcf-e4da-41b7-9d81-8d160000accf___RS_Early.B 7264.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__f41608e8-d125-4af9-b9d4-4ef1c97ceb88___JR_HL 7672.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Potato___healthy__1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Potato___Late_blight__1e0326a5-b208-447f-9d60-f788ec4b6e3f___RS_LB 4526.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__5dd09f16-7e45-45ed-804f-236f210c3e60___JR_HL 8289.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Potato___healthy__f0fdde26-78b4-46f0-9eb8-7c2a743d34aa___RS_HL 4165.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__663f412f-6bb7-4e89-aac6-683d87e92638___JR_Sept.L.S 8376.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato__Target_Spot__649f0256-39b3-4400-b460-611f1fd2124f___Com.G_TgS_FL 0950.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Potato___Late_blight__1650365d-437c-4d36-b110-113a88c1090a___RS_LB 5459.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__1f675039-385d-4438-b157-db0c95673580___PSU_CG 2100.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_healthy__4af1cf6d-1bae-4e58-9168-2f6105a6fe9a___RS_HL 0608.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Potato___Early_blight__85a9856f-d5ae-4740-a038-517489a25ff5___RS_Early.B 8635.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__3d0c2ad7-4fc4-48df-9ee0-11932921ddd0___RS_HL 0633.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__fee1de1c-c369-4535-baec-d6104df9a05d___Com.G_SpM_FL 9396.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Pepper__bell___healthy__2ddd4ad3-221e-4400-a188-0c5ae7a18403___JR_HL 8154.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__4bac1537-cc33-460d-901c-70eb70db38a0___Com.G_SpM_FL 9021.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___Early_blight__129b1c3a-4f7d-4c45-ae03-2a4c3eb17dd4___RS_Early.B 7413.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__db5d0f5f-a722-4f12-96bf-c9608e5c7f2a___RS_Early.B 8945.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Target_Spot__1acc1730-96e3-476d-a25a-2c0de0a8df74___Com.G_TgS_FL 8228.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato__Target_Spot__c1ba6ffc-85be-4774-80cf-ff0cd7d53d5e___Com.G_TgS_FL 0018.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__7ed044d9-b8c3-4bec-a09d-3c256c0659bf___Com.G_SpM_FL 9491.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___Early_blight__e217c2fe-b0d5-45e6-a7fa-98f253444d54___RS_Early.B 7067.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__19427ace-5a24-4e30-8a4d-228ab4a3b99b___RS_Erly.B 7403.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Bacterial_spot__a943ec3e-2105-4dac-9d53-8ccd1e8f6d7b___GCREC_Bact.Sp 5718.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__0befa341-0db3-49f4-b4fc-beeb05854bff___PSU_CG 2338.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Pepper__bell___Bacterial_spot__0fdb66e8-b17d-42c2-bc6d-30dcfab8fcae___JR_B.Spot 9058.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Early_blight__7d056cd3-76d1-49f5-8491-a25e4fc4f852___RS_Early.B 8414.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Septoria_leaf_spot__d235a8c8-d714-404b-8a07-05706d2dec29___JR_Sept.L.S 8536.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Pepper__bell___healthy__f9ac8fd3-552c-4ae4-a71a-8fe295c3d118___JR_HL 8891.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B.Spot 9251.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Early_blight__3198b703-d5d5-46e9-9b8f-399d5531b5c4___RS_Erly.B 8364.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__1b951a13-a6af-48f7-8d4c-fbdf2d4d0c7c___UF.GRC_YLCV_Lab 02208.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Early_blight__ef7a2893-ca76-4f77-beb4-5bfcc729e324___RS_Erly.B 7454.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__55e25156-7b0c-43c6-b6f8-37d0b7097a38___PSU_CG 2347.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_healthy__a02c1c45-0962-42c4-bc8b-13b07308a1f8___RS_HL 0561.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Potato___Early_blight__fb8d862d-29c3-41ab-888d-cef47286ee9a___RS_Early.B 8975.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__dbee10d3-333b-4c62-aa90-23c1f859519c___RS_Early.B 7252.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__432f1b02-9493-4cf1-8ef7-a40f817e43ff___RS_Early.B 8497.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__0e39c18a-9e04-4f6b-b557-dc0e944d22e5___RS_Erly.B 9501.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Septoria_leaf_spot__1096dcdd-94e3-4752-bd19-2fba23b6c206___Matt.S_CG 1567.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Late_blight__491a9294-8f46-4563-9787-6b8b68a9c050___RS_Late.B 6591.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__41eccd84-6a67-4b04-ae69-59c1bcf17728___RS_Early.B 7964.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___Bacterial_spot__7f9fc159-4db8-4e64-93eb-47e1f323d981___JR_B.Spot 8872.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Late_blight__a63289bd-bdf3-4092-a460-2fa5138379be___RS_Late.B 7049.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__764311f2-6fd3-424d-aabc-9ad013a41997___RS_LB 3136.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__d5bf2575-1e57-4792-81a1-5770e701be1b___RS_LB 3209.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Potato___healthy__9a6eb7c4-6b43-477a-89e0-69f62ef67991___RS_HL 1846.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_healthy__271be296-4c0b-4817-a44b-cc9611d3f519___GH_HL Leaf 182.1.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__25fe4750-d82d-48a0-b592-ff7c42e01d25___UF.GRC_YLCV_Lab 03315.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Potato___healthy__b8b7b98a-eb1a-4213-9b0b-aeef4df427e8___RS_HL 1858.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_healthy__9e0cd9db-f893-4426-b195-5643b55e0a8d___RS_HL 0379.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Leaf_Mold__59dec63f-ae7e-4a24-abd1-3a58f176cf84___Crnl_L.Mold 6604.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__67146d7f-01d8-46e5-b772-3617f7b5d403___Crnl_L.Mold 8673.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Potato___Late_blight__b5442887-db0b-4b94-a6f1-18505731a599___RS_LB 4969.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__7c4ba770-64bf-4cd5-82ea-c5e2a16d81f3___RS_Erly.B 9556.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__4ad85b66-43f0-476f-aee4-a320e793a42f___Com.G_SpM_FL 8645.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___Late_blight__4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Bacterial_spot__4184d645-f365-4e8b-a6f9-f5f80d5198a2___GCREC_Bact.Sp 5963.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Leaf_Mold__7d40d29e-ba53-49bb-93be-e19d63855f60___Crnl_L.Mold 6994.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Pepper__bell___Bacterial_spot__c93e971c-7419-410e-8ea3-7094610d11e0___NREC_B.Spot 9081.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Early_blight__1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__3a66348b-a6b7-42ee-9411-9575a4240c6f___JR_HL 8627.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Leaf_Mold__51189dab-468d-4304-8368-d0e4e3247194___Crnl_L.Mold 6667.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__82c9ec16-7e6a-4a08-9d3d-95457b187b0d___JR_HL 8561.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Leaf_Mold__6ad9e92c-8dff-450a-b289-5408ee37c014___Crnl_L.Mold 6953.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__94cc1863-a527-4f26-9b08-2f3bc17ff93f___GHLB Leaf 23.3 Day 13.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Bacterial_spot__0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp 6281.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___healthy__a3ec91aa-8503-4711-a912-0d1427e25686___RS_HL 5409.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__132e8a85-470e-4a7d-8535-c97ffcff7b0b___GCREC_Bact.Sp 3239.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___healthy__b925ad3e-fc49-497d-a6eb-115f0de20800___RS_HL 4170.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__78dbe7fe-0821-4c19-922f-0e330f0cd3bd___JR_B.Spot 8856.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__68ce9875-c3b4-445c-8225-4ed9296a4837___YLCV_GCREC 2109.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Leaf_Mold__dbd8242c-1c4c-4d6a-97ba-6cb26fffec49___Crnl_L.Mold 7145.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_healthy__4b8f6f0d-ed84-49ae-a92e-6cf049a42207___RS_HL 9652.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__f44c58b0-4d48-4b8b-b812-e472d2737998___GCREC_Bact.Sp 5553.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__76e0ae6a-eceb-4779-8936-45c81118e56e___YLCV_GCREC 2438.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__93c217f5-43d5-454b-820a-e76a63993497___Com.G_SpM_FL 1181.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Pepper__bell___Bacterial_spot__5724817a-2d5d-4664-9388-d208c21bc09e___NREC_B.Spot 1953.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Pepper__bell___Bacterial_spot__ae645b07-4c93-45d7-9ee6-83cbf1201e8b___NREC_B.Spot 9119.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Late_blight__ff735d59-0023-4c97-853c-ff4083ba96d6___RS_Late.B 6263.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__13fa2773-ccce-4f1d-85cd-e5cb2c3b6c72___Crnl_L.Mold 8996.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__092442ed-3ad2-4195-8cd5-cc2ba74469e1___Crnl_L.Mold 6578.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__398d72f7-db26-4138-9364-eb506f9495f4___RS_Erly.B 9450.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__e6d543a1-8e5e-4709-9329-b93d63f52edf___RS_Early.B 8324.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__7ff5acb3-8ef2-41f4-a7cf-795192bf4d37___JR_HL 8332.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__78cfeab2-37b0-478d-ae48-7ecf27e5859f___GCREC_Bact.Sp 3401.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Early_blight__c3ce9bae-e62a-4dd9-afa0-f020c48b87cc___RS_Early.B 6704.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__ced49a2c-c7b3-4c10-9475-2b004afebff1___RS_LB 4436.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Septoria_leaf_spot__bd7932fa-8fda-4370-baaf-c3b7cef2ac13___JR_Sept.L.S 2572.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Potato___Late_blight__7b38a18a-65a4-4162-b48a-658b846be5a2___RS_LB 2733.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__ba1efeef-5033-4193-bb7a-8b0c4da81cb8___JR_HL 8084.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__a0a1df7a-5ffe-42b6-a055-fb19f91add93___Matt.S_CG 7716.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__9b6eb8d6-6649-4a39-8c45-41e63bf649ed___Com.G_SpM_FL 9572.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___Late_blight__546fcdf5-862b-42fb-931d-a51a85dc843c___RS_LB 4403.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Septoria_leaf_spot__48639343-37ad-43b5-bd50-64db51b08212___JR_Sept.L.S 2665.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato__Target_Spot__cdd07dd3-e5c4-4f5f-bee9-0cd35e541d2d___Com.G_TgS_FL 0663.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Pepper__bell___Bacterial_spot__1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Early_blight__17848019-6609-4cc9-b27b-c70b296ceb09___RS_Early.B 7049.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__9e506566-6697-4444-a2f3-a3931d34bbf3___RS_Early.B 6899.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__80ff79e7-97eb-40f5-9fc9-cab73a4741e1___Com.G_SpM_FL 9418.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato__Target_Spot__8ef53996-d440-40b6-8665-2e3acf4f6b7b___Com.G_TgS_FL 9875.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato_Bacterial_spot__c3d68df9-2312-4b85-8d14-47b06fe5d0d8___UF.GRC_BS_Lab Leaf 0374.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__1ae794c7-287b-4a16-9cff-2fa11545eb00___PSU_CG 2102.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__8bfa3082-1cd3-4520-b8cc-2fae871dbc55___PSU_CG 2239.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_Bacterial_spot__e6a975f7-b2f0-4dec-b360-c944abd984da___GCREC_Bact.Sp 3249.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___healthy__5ea316eb-10a2-42c0-b781-40d90356ccaa___RS_HL 1935.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___healthy__2359f487-7e4a-4480-a788-72fbc570afba___JR_HL 7739.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__508b4f17-3dca-4062-abdf-e879df2eda55___JR_Sept.L.S 8505.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Leaf_Mold__cf7130f7-50b1-4dce-81ed-841302e5f71d___Crnl_L.Mold 7072.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__77bd1b85-eaed-41f8-97b0-d6e91b6f953d___RS_Erly.B 8212.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__06f22419-20df-43ab-9402-7ee76eb08921___Com.G_SpM_FL 1325.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato_Early_blight__467b230b-ca0c-4f44-bf22-3e6e0454d51a___RS_Erly.B 9429.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__af792df7-cfe0-41cc-bb9c-54500e894222___Com.G_SpM_FL 9518.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato__Target_Spot__a22aa3d8-3856-459b-8b96-f520c3969743___Com.G_TgS_FL 0951.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato_Septoria_leaf_spot__2f161206-d4aa-4e2a-a0a5-96213d42198d___JR_Sept.L.S 2589.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Bacterial_spot__89cd8d83-c3bb-49ca-9561-d92874511f80___GCREC_Bact.Sp 6037.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Pepper__bell___healthy__db1e3abc-d083-45a8-a9eb-d9f6247d17fc___JR_HL 7734.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__701d7213-d2ab-4797-8709-102c69d7ab5d___JR_B.Spot 3312.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Early_blight__a007bf16-ab14-4d3c-99b1-0710882cbb17___RS_Erly.B 9388.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Target_Spot__717676cd-f92b-4bc6-b330-651c1c1d21a0___Com.G_TgS_FL 9925.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Pepper__bell___healthy__c0183c29-b09d-42a6-a376-90806c9451a2___JR_HL 8384.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_healthy__73815ecf-ee85-4bba-864f-f47d01a96615___RS_HL 0348.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato__Tomato_mosaic_virus__4a76c13f-3e28-4849-81ef-4cdd6cdcccf4___PSU_CG 2171.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
